candidate_id,agent_batch_id,review_role,run_id,recommendation,trait_name,dataset_id,value_lower,value_lower_inclusive,value_upper,value_upper_inclusive,scale_factor,n_matched_records,confidence,rationale,evidence_reference,conflicts_or_uncertainty
882b650269ae27ebf65e472317ab49a965e7c6cd522c8b4bbd90d2abcef75db8,stem_specific_density_01,reviewer_b,pilot_20260814T201532Z_b2,insufficient_evidence,,,,,,,,0,low,The broad cross-dataset distribution contains a small low-valued subset but supplies no atomic source selector or source-unit documentation.,Data/Temp/Trait_corrections/raw/automation/pilot_candidate_recommendations.csv;Data/Temp/Trait_corrections/raw/automation/pilot_dataset_evidence.csv;Data/Temp/Trait_corrections/raw/automation/pilot_record_evidence.csv,Historical review is not an auditable correction and the apparent outliers may be valid observations.
04e42cc9c9ef231aa26c4d6c264b5467d1bbfad11a0f7077a5407d96436f0ff6,stem_specific_density_01,reviewer_b,pilot_20260814T201532Z_b2,insufficient_evidence,,,,,,,,0,low,Five values of 675.653185 to 773.403189 occur in try_6968 but the supplied evidence does not document that source's units or an error.,Data/Temp/Trait_corrections/raw/automation/pilot_dataset_evidence.csv;Data/Temp/Trait_corrections/raw/automation/pilot_record_evidence.csv,The high source group could reflect a unit convention rather than invalid records.
8fc7e84e1beb36ac1a8a4b033f1974a5941034552f8606703a44c5117ed47aa1,stem_specific_density_01,reviewer_b,pilot_20260814T201532Z_b2,insufficient_evidence,,,,,,,,0,low,Fifteen identical values of 650 in try_5147 contrast with the other sources but no source-unit metadata supports exclusion or rescaling.,Data/Temp/Trait_corrections/raw/automation/pilot_dataset_evidence.csv;Data/Temp/Trait_corrections/raw/automation/pilot_record_evidence.csv;Data/Temp/Trait_corrections/raw/automation/pilot_historical_comparison.csv,The archived scale suggestion is a hypothesis and cannot establish the correct action.
69ee254030c9f14b3c40edde335768c46095fb2d86e24637b0524038362d96f7,stem_specific_density_01,reviewer_b,pilot_20260814T201532Z_b2,insufficient_evidence,,,,,,,,0,low,The recovered below-0.6 selector matches one stem wood density value of 0.58 which remains plausible without an authoritative error reference.,Data/Temp/Trait_corrections/raw/automation/pilot_proposal_diagnostics.csv;Data/Temp/Trait_corrections/raw/automation/pilot_record_evidence.csv,The recovered selector is not independent scientific evidence that the single value is invalid.
63a2858bcacf39765a072500fec5b768aa9246d988c49409a6e5e40c44954a0f,stem_specific_density_01,reviewer_b,pilot_20260814T201532Z_b2,insufficient_evidence,,,,,,,,0,low,Source medians split near 0.006 and 0.59 but the proposed factor is not exact and no source-specific unit documentation is provided.,Data/Temp/Trait_corrections/raw/automation/pilot_candidate_recommendations.csv;Data/Temp/Trait_corrections/raw/automation/pilot_dataset_evidence.csv,Distributional separation alone cannot justify a group correction.
4fb581a31aa4a894a0a902c7515e2a4079508f27eb98d34e6066e36a82898973,stem_specific_density_01,reviewer_b,pilot_20260814T201532Z_b2,insufficient_evidence,,,,,,,,0,low,The recovered below-0.6 selector would exclude four BIEN stem wood density values from 0.48 to 0.59 without evidence that they are erroneous.,Data/Temp/Trait_corrections/raw/automation/pilot_proposal_diagnostics.csv;Data/Temp/Trait_corrections/raw/automation/pilot_record_evidence.csv,The values form a plausible lower tail and the archived selector remains unvalidated.
98a14f5fa2441e92088bb2cfee58c209c36e8cf5ab26c7d7ce571ecabb9b0030,stem_specific_density_01,reviewer_b,pilot_20260814T201532Z_b2,insufficient_evidence,,,,,,,,0,low,Three BIEN stem wood density sources consistently report approximately 0.0003 while try_5343 reports approximately 0.46 but the supplied material has no source-unit definition for a safe factor.,Data/Temp/Trait_corrections/raw/automation/pilot_dataset_evidence.csv;Data/Temp/Trait_corrections/raw/automation/pilot_record_evidence.csv,The recovered exclusion would remove 1120 records and may substitute deletion for an unverified conversion.
ab49e11435bf9b1af0452d808667222bc58347d55cd34b0d38a10645a3e3472a,stem_specific_density_01,reviewer_b,pilot_20260814T201532Z_b2,insufficient_evidence,,,,,,,,0,low,try_5443 has a nonuniform high distribution from 0.0797687 to 2.95764 unlike the other sources and does not identify a defensible single factor.,Data/Temp/Trait_corrections/raw/automation/pilot_dataset_evidence.csv;Data/Temp/Trait_corrections/raw/automation/pilot_record_evidence.csv,Historical scale wording does not resolve whether the records are mixed units or genuine values.
8b5318dc539d90a76a31a9692784fd9e461d55ac43f2826f34fc60eae3129e46,stem_specific_density_01,reviewer_b,pilot_20260814T201532Z_b2,insufficient_evidence,,,,,,,,0,low,The recovered above-300 selector matches one value of 350 in try_5144 but no source-level evidence establishes that it is an erroneous unit or value.,Data/Temp/Trait_corrections/raw/automation/pilot_proposal_diagnostics.csv;Data/Temp/Trait_corrections/raw/automation/pilot_record_evidence.csv,Exclusion would discard a potentially convertible observation rather than retain it flagged.
caece8493dbff8bb31f0bc7100eb5e4b92b5dc9667b82a8cfac7f196932c71e0,stem_specific_density_01,reviewer_b,pilot_20260814T201532Z_b2,insufficient_evidence,,,,,,,,0,low,try_5440 values near 0.005 contrast with three sources near 0.55 and suggest a factor near 100 but no source-unit documentation validates scaling.,Data/Temp/Trait_corrections/raw/automation/pilot_candidate_recommendations.csv;Data/Temp/Trait_corrections/raw/automation/pilot_dataset_evidence.csv,The source pattern is strong but remains a unit hypothesis rather than confirmed conversion evidence.
