candidate_id,review_stage.x,taxon_name.x,trait_domain_name.x,n_records.x,n_trait_names.x,n_datasets.x,n_domain_outliers.x,n_taxon_outliers.x,n_invalid_values.x,source_references.x,candidate_reasons.x,implicit_none_proposal_eligible.x,historical_scope_status.x,n_records_current.x,n_finite.x,n_nonfinite.x,n_nonpositive.x,n_zero.x,n_negative.x,n_datasets_current.x,n_trait_names_current.x,n_unique_values.x,current_minimum.x,current_lwr_25.x,current_median.x,current_upr_75.x,current_iqr.x,current_maximum.x,n_positive_source_groups.x,source_median_ratio.x,unit_ratio_nearest_factor.x,unit_ratio_relative_error.x,possible_unit_pattern.x,historical_n_records.x,historical_median.x,historical_iqr.x,historical_heuristic.x,historical_suggestion.x,n_domain_records.x,record_share_of_domain.x,outlier_fraction_current.x,historical_n_records_matches.x,historical_median_relative_change.x,historical_iqr_relative_change.x,historical_summary_stable.x,record_count_rank.x,dataset_count_rank.x,candidate_impact_score.x,candidate_impact_tier.x,evidence_packet_id.x,review_stage.y,taxon_name.y,trait_domain_name.y,n_records.y,n_trait_names.y,n_datasets.y,n_domain_outliers.y,n_taxon_outliers.y,n_invalid_values.y,source_references.y,candidate_reasons.y,implicit_none_proposal_eligible.y,historical_scope_status.y,n_records_current.y,n_finite.y,n_nonfinite.y,n_nonpositive.y,n_zero.y,n_negative.y,n_datasets_current.y,n_trait_names_current.y,n_unique_values.y,current_minimum.y,current_lwr_25.y,current_median.y,current_upr_75.y,current_iqr.y,current_maximum.y,n_positive_source_groups.y,source_median_ratio.y,unit_ratio_nearest_factor.y,unit_ratio_relative_error.y,possible_unit_pattern.y,historical_n_records.y,historical_median.y,historical_iqr.y,historical_heuristic.y,historical_suggestion.y,n_domain_records.y,record_share_of_domain.y,outlier_fraction_current.y,historical_n_records_matches.y,historical_median_relative_change.y,historical_iqr_relative_change.y,historical_summary_stable.y,record_count_rank.y,dataset_count_rank.y,candidate_impact_score.y,candidate_impact_tier.y,evidence_packet_id.y,n_pending_submission_rows,n_recovered_rules,n_matched_rules,n_unresolved_rules,n_records_selected_by_proposals,deterministic_outcome,suggested_action,decision_authority,confidence,acceptance_eligibility,recommendation_rationale
edc2bba182a27f64163780401edb64cc46840c908186df584dc848fbfbf138ab,classified,Acacia dealbata,Diaspore mass,2074,1,7,0,154,0,,taxon_outlier,FALSE,not_in_historical_scope,2074,2074,0,0,0,0,7,1,187,4.3,12.4,14.4,16.4,3.9999999999999982,26.8,7,1.1567164179104477,10,0.8843283582089553,FALSE,,,,,,46122,0.04496769437578596,0.0742526518804243,FALSE,,,FALSE,0.9761904761904762,0.6666666666666666,0.6733250677320108,medium,20ef0f0c8d0eea98772412cea9b3b92612e3e53cb5e59152b5703165f56e8a53,classified,Acacia dealbata,Diaspore mass,2074,1,7,0,154,0,,taxon_outlier,FALSE,not_in_historical_scope,2074,2074,0,0,0,0,7,1,187,4.3,12.4,14.4,16.4,3.9999999999999982,26.8,7,1.1567164179104477,10,0.8843283582089553,FALSE,,,,,,46122,0.04496769437578596,0.0742526518804243,FALSE,,,FALSE,0.9761904761904762,0.6666666666666666,0.6733250677320108,medium,20ef0f0c8d0eea98772412cea9b3b92612e3e53cb5e59152b5703165f56e8a53,0,0,0,0,0,retain_flagged_uncertain,none,agent_review,medium,eligible_policy_acceptance,No objective error evidence supports correction; retain under the conservative policy.
0489a6e11d826c5dce817174d4f124381981c2e7c50eaea8ecfb32dfcd9a666f,classified,Agoseris glauca,Diaspore mass,25,1,2,0,5,0,,taxon_outlier,FALSE,not_in_historical_scope,25,25,0,0,0,0,2,1,25,1.787,2.392,2.717,3,0.6080000000000001,4.518,2,1.075098814229249,10,0.892490118577075,FALSE,,,,,,46122,5.420406747322319e-4,0.2,FALSE,,,FALSE,0.7380952380952381,0.21428571428571427,0.4726190476190476,medium,20ef0f0c8d0eea98772412cea9b3b92612e3e53cb5e59152b5703165f56e8a53,classified,Agoseris glauca,Diaspore mass,25,1,2,0,5,0,,taxon_outlier,FALSE,not_in_historical_scope,25,25,0,0,0,0,2,1,25,1.787,2.392,2.717,3,0.6080000000000001,4.518,2,1.075098814229249,10,0.892490118577075,FALSE,,,,,,46122,5.420406747322319e-4,0.2,FALSE,,,FALSE,0.7380952380952381,0.21428571428571427,0.4726190476190476,medium,20ef0f0c8d0eea98772412cea9b3b92612e3e53cb5e59152b5703165f56e8a53,0,0,0,0,0,retain_flagged_uncertain,none,agent_review,medium,eligible_policy_acceptance,No objective error evidence supports correction; retain under the conservative policy.
28b0cfc07c7332ea320684e5e620adbc25e4c2158c392a8541a4cf64aceda0a6,classified,Ambrosia artemisiifolia,Diaspore mass,67,1,2,0,12,0,,taxon_outlier,FALSE,not_in_historical_scope,67,67,0,0,0,0,2,1,58,0.0148,0.031700000000000006,0.037,0.0433,0.011599999999999992,4.02,2,110.13698630136986,100,0.10136986301369855,FALSE,,,,,,46122,0.0014526690082823815,0.1791044776119403,FALSE,,,FALSE,0.8809523809523809,0.21428571428571427,0.538823738450604,medium,20ef0f0c8d0eea98772412cea9b3b92612e3e53cb5e59152b5703165f56e8a53,classified,Ambrosia artemisiifolia,Diaspore mass,67,1,2,0,12,0,,taxon_outlier,FALSE,not_in_historical_scope,67,67,0,0,0,0,2,1,58,0.0148,0.031700000000000006,0.037,0.0433,0.011599999999999992,4.02,2,110.13698630136986,100,0.10136986301369855,FALSE,,,,,,46122,0.0014526690082823815,0.1791044776119403,FALSE,,,FALSE,0.8809523809523809,0.21428571428571427,0.538823738450604,medium,20ef0f0c8d0eea98772412cea9b3b92612e3e53cb5e59152b5703165f56e8a53,0,0,0,0,0,retain_flagged_uncertain,none,agent_review,medium,eligible_policy_acceptance,No objective error evidence supports correction; retain under the conservative policy.
6454669dfc1f5e36dd060c052f76dfad9fca852db47a63ff5609a20412be21b5,classified,Arctostaphylos uva-ursi,Diaspore mass,23,1,5,0,1,0,,taxon_outlier,FALSE,not_in_historical_scope,23,23,0,0,0,0,5,1,22,5.087,8.075,8.75,12.075,4,16.5,5,2.7757027717711815,10,0.7224297228228819,FALSE,,,,,,46122,4.986774207536534e-4,0.043478260869565216,FALSE,,,FALSE,0.6904761904761905,0.47619047619047616,0.4751552795031056,medium,20ef0f0c8d0eea98772412cea9b3b92612e3e53cb5e59152b5703165f56e8a53,classified,Arctostaphylos uva-ursi,Diaspore mass,23,1,5,0,1,0,,taxon_outlier,FALSE,not_in_historical_scope,23,23,0,0,0,0,5,1,22,5.087,8.075,8.75,12.075,4,16.5,5,2.7757027717711815,10,0.7224297228228819,FALSE,,,,,,46122,4.986774207536534e-4,0.043478260869565216,FALSE,,,FALSE,0.6904761904761905,0.47619047619047616,0.4751552795031056,medium,20ef0f0c8d0eea98772412cea9b3b92612e3e53cb5e59152b5703165f56e8a53,0,0,0,0,0,retain_flagged_uncertain,none,agent_review,medium,eligible_policy_acceptance,No objective error evidence supports correction; retain under the conservative policy.
973b21b425554855363c018e0c7384b2f89f45371402162f6fc4cdca77883a03,classified,Bromus erectus,Diaspore mass,12,1,6,0,3,0,,taxon_outlier,FALSE,not_in_historical_scope,12,12,0,0,0,0,6,1,12,0.8,3.0317499999999997,3.4450000000000003,4.2625,1.2307500000000005,5.5,6,1.5994130594277332,10,0.8400586940572267,FALSE,,,,,,46122,2.601795238714713e-4,0.25,FALSE,,,FALSE,0.35714285714285715,0.5952380952380952,0.3898809523809524,low,20ef0f0c8d0eea98772412cea9b3b92612e3e53cb5e59152b5703165f56e8a53,classified,Bromus erectus,Diaspore mass,12,1,6,0,3,0,,taxon_outlier,FALSE,not_in_historical_scope,12,12,0,0,0,0,6,1,12,0.8,3.0317499999999997,3.4450000000000003,4.2625,1.2307500000000005,5.5,6,1.5994130594277332,10,0.8400586940572267,FALSE,,,,,,46122,2.601795238714713e-4,0.25,FALSE,,,FALSE,0.35714285714285715,0.5952380952380952,0.3898809523809524,low,20ef0f0c8d0eea98772412cea9b3b92612e3e53cb5e59152b5703165f56e8a53,0,0,0,0,0,retain_flagged_uncertain,none,agent_review,medium,eligible_policy_acceptance,No objective error evidence supports correction; retain under the conservative policy.
766ce7ea77d6e4e7e2834d1d8a97ef85ecc3f5226c4851c8bd544b004888b0b2,classified,Calluna vulgaris,Diaspore mass,15,1,5,0,3,0,,taxon_outlier,FALSE,not_in_historical_scope,15,15,0,0,0,0,5,1,12,0.01,0.032,0.034,0.0365,0.004499999999999997,0.05,5,5,10,0.5,FALSE,,,,,,46122,3.252244048393391e-4,0.2,FALSE,,,FALSE,0.47619047619047616,0.47619047619047616,0.4071428571428571,medium,20ef0f0c8d0eea98772412cea9b3b92612e3e53cb5e59152b5703165f56e8a53,classified,Calluna vulgaris,Diaspore mass,15,1,5,0,3,0,,taxon_outlier,FALSE,not_in_historical_scope,15,15,0,0,0,0,5,1,12,0.01,0.032,0.034,0.0365,0.004499999999999997,0.05,5,5,10,0.5,FALSE,,,,,,46122,3.252244048393391e-4,0.2,FALSE,,,FALSE,0.47619047619047616,0.47619047619047616,0.4071428571428571,medium,20ef0f0c8d0eea98772412cea9b3b92612e3e53cb5e59152b5703165f56e8a53,0,0,0,0,0,retain_flagged_uncertain,none,agent_review,medium,eligible_policy_acceptance,No objective error evidence supports correction; retain under the conservative policy.
60b900c82c7d1e966932f5202aac5f44b7e9bfa39a46b81b532524a84561245d,classified,Carex siccata,Diaspore mass,10,1,1,0,1,0,,taxon_outlier,FALSE,not_in_historical_scope,10,10,0,0,0,0,1,1,9,0.229,0.25625,0.3115,0.35,0.09375,0.467,1,,,,FALSE,,,,,,46122,2.1681626989289275e-4,0.1,FALSE,,,FALSE,0,0,0.025,low,20ef0f0c8d0eea98772412cea9b3b92612e3e53cb5e59152b5703165f56e8a53,classified,Carex siccata,Diaspore mass,10,1,1,0,1,0,,taxon_outlier,FALSE,not_in_historical_scope,10,10,0,0,0,0,1,1,9,0.229,0.25625,0.3115,0.35,0.09375,0.467,1,,,,FALSE,,,,,,46122,2.1681626989289275e-4,0.1,FALSE,,,FALSE,0,0,0.025,low,20ef0f0c8d0eea98772412cea9b3b92612e3e53cb5e59152b5703165f56e8a53,0,0,0,0,0,retain_flagged_uncertain,none,agent_review,medium,eligible_policy_acceptance,No objective error evidence supports correction; retain under the conservative policy.
20bfd46d3b78d8cbf13003b4ec0a163d056db51304ea3ae6f14ddab3be7039e8,classified,Cistus albidus,Diaspore mass,10,1,9,0,1,0,,taxon_outlier,FALSE,not_in_historical_scope,10,10,0,0,0,0,9,1,8,0.93,0.9475,1,1.0875000000000001,0.14000000000000012,1.25,9,1.3440860215053763,10,0.8655913978494624,FALSE,,,,,,46122,2.1681626989289275e-4,0.1,FALSE,,,FALSE,0,0.7619047619047619,0.21547619047619046,low,20ef0f0c8d0eea98772412cea9b3b92612e3e53cb5e59152b5703165f56e8a53,classified,Cistus albidus,Diaspore mass,10,1,9,0,1,0,,taxon_outlier,FALSE,not_in_historical_scope,10,10,0,0,0,0,9,1,8,0.93,0.9475,1,1.0875000000000001,0.14000000000000012,1.25,9,1.3440860215053763,10,0.8655913978494624,FALSE,,,,,,46122,2.1681626989289275e-4,0.1,FALSE,,,FALSE,0,0.7619047619047619,0.21547619047619046,low,20ef0f0c8d0eea98772412cea9b3b92612e3e53cb5e59152b5703165f56e8a53,0,0,0,0,0,retain_flagged_uncertain,none,agent_review,medium,eligible_policy_acceptance,No objective error evidence supports correction; retain under the conservative policy.
8f9df06ff5ec5d89b49e2555c4c671bc9d6dcf75a25a49546c6e91babe191afa,classified,Cistus salviifolius,Diaspore mass,16,1,16,0,1,0,,taxon_outlier,FALSE,not_in_historical_scope,16,16,0,0,0,0,16,1,15,0.77,0.8925000000000001,0.96,1.108675,0.216175,1.2865,16,1.6707792207792207,10,0.832922077922078,FALSE,,,,,,46122,3.469060318286284e-4,0.0625,FALSE,,,FALSE,0.5476190476190477,0.9285714285714286,0.5215773809523809,medium,20ef0f0c8d0eea98772412cea9b3b92612e3e53cb5e59152b5703165f56e8a53,classified,Cistus salviifolius,Diaspore mass,16,1,16,0,1,0,,taxon_outlier,FALSE,not_in_historical_scope,16,16,0,0,0,0,16,1,15,0.77,0.8925000000000001,0.96,1.108675,0.216175,1.2865,16,1.6707792207792207,10,0.832922077922078,FALSE,,,,,,46122,3.469060318286284e-4,0.0625,FALSE,,,FALSE,0.5476190476190477,0.9285714285714286,0.5215773809523809,medium,20ef0f0c8d0eea98772412cea9b3b92612e3e53cb5e59152b5703165f56e8a53,0,0,0,0,0,retain_flagged_uncertain,none,agent_review,medium,eligible_policy_acceptance,No objective error evidence supports correction; retain under the conservative policy.
e32fdd69606a41c24e0ddc9483b95f8b91c58cad35c75d56a45c4eb65698fe06,classified,Cymopterus lemmonii,Diaspore mass,11,1,2,0,1,0,,taxon_outlier,FALSE,not_in_historical_scope,11,11,0,0,0,0,2,1,11,0.221,0.2515,0.289,0.352,0.10049999999999998,2.113,2,7.479646017699116,10,0.25203539823008847,FALSE,,,,,,46122,2.3849789688218205e-4,0.09090909090909091,FALSE,,,FALSE,0.23809523809523808,0.21428571428571427,0.19534632034632035,low,20ef0f0c8d0eea98772412cea9b3b92612e3e53cb5e59152b5703165f56e8a53,classified,Cymopterus lemmonii,Diaspore mass,11,1,2,0,1,0,,taxon_outlier,FALSE,not_in_historical_scope,11,11,0,0,0,0,2,1,11,0.221,0.2515,0.289,0.352,0.10049999999999998,2.113,2,7.479646017699116,10,0.25203539823008847,FALSE,,,,,,46122,2.3849789688218205e-4,0.09090909090909091,FALSE,,,FALSE,0.23809523809523808,0.21428571428571427,0.19534632034632035,low,20ef0f0c8d0eea98772412cea9b3b92612e3e53cb5e59152b5703165f56e8a53,0,0,0,0,0,retain_flagged_uncertain,none,agent_review,medium,eligible_policy_acceptance,No objective error evidence supports correction; retain under the conservative policy.
